text;grand_truth;calculated;dif;found phrases;out of
Our economy could fall $1 trillion short of its full capacity which translates into more than $12000 in lost income for a family of four;0.5;0.3917848464797803;0.10821515352021971;4;23
To pay for government growth leaders of both parties borrowed $4 billion a day leaving us with todays $14 trillion debt;0.75;0.32349492076373265;0.42650507923626735;3;19
Says that except for Donald Trump every other major party nominee for the past 40 years has released their tax returns;0.75;0.24786624905664423;0.5021337509433558;4;19
Senate Bill 1070 simply just mirrors federal law;0.25;-1;1.25;0;6
I helped write the Affordable Care Act;0.25;0.25881038965014447;-0.008810389650144468;3;5
Dolphins are rapists. Look it up;0;1.0;-1.0;1;4
The U.S. has 47 million people on food stamps. Thats 14 million more than when the current occupant of the White House took over;0.75;0.45650519828194525;0.29349480171805475;7;22
Republicans are trying to impeach our president;0.25;1.0;-0.75;1;5
Weve had a dramatic drop in violent crime since this law stand your ground has been in effect;0.5;0.3788969755185545;0.1211030244814455;3;16
My recommended budget includes $1 billion in new state funding for education;0.5;0.3256567602237742;0.1743432397762258;4;10
The pay-as-you-go law was a big reason why we had record surpluses in the 1990s;0.5;0.17854075844969797;0.32145924155030203;3;13
In 1998 nearly half of Floridas fourth-graders were functionally illiterate. Today 72% of them can read;0.75;1.0;-0.25;1;14
In the late 1980s the U.S. was nearly the lowest-taxed nation in the world and a quarter century later were nearly the highest;0.25;0.3611858704221107;-0.1111858704221107;5;21
Proposed federal regulations would affect every streetsign in the countr;1;-1;2.0;0;8
There are 100 members of the U.S. Senate. Fifty-seven of them including Russ Feingold are lawyers. There are zero manufacturers and one accountant;0.75;0.5569050366194248;0.1930949633805752;3;21
Scott Maddox is a lobbyist;1;1.0;0.0;1;3
A hundred percent of all the jobs lost during the recession have been reclaimed in Texas while the nation is at about 36 percent;0.75;0.32622386936714165;0.42377613063285835;6;22
Democrats have said that even one hearing on the stimulus bill would be one too many and that we have a single day to approve these five complex propositions that will affect the lives of millions;1;0.31252440757280187;0.6874755924271981;9;34
Do you know which state has the worst ratio of white voter turnout to African-American voter turnout? Massachusetts. Do you know what has the best where African-American turnout actually exceeds white turnout? Mississippi;0.5;0.44635509350419633;0.05364490649580367;4;31
The National Science Foundation awarded $700000 to fund a climate change musical;1;1.0;0.0;3;10
Obamas Environmental Protection Agency sent emails for Hispanic Heritage Month with a photo of Che Guevara;0.5;1.0;-0.5;1;14
Morgan Griffith fought for a plan that would have taken money away from our schools and given it to Northern Virginia schools instead;0.25;0.2639042586564657;-0.013904258656465718;7;21
Says that as Wisconsin governor he never raised taxes;0;1.0;-1.0;3;7
In the past decade in New York State more than 30 current and former state officeholders have been convicted sanctioned or accused of wrongdoing more than any other state;1;0.3950164331482968;0.6049835668517032;9;27
Why didnt uninsured Americans buy insurance? Because of the expense;1;1.0;0.0;1;8
Nearly 100000 people get shot every year. Thats 270 people a day and 87 dead;0.75;1.0;-0.25;1;13
Congress just passed another huge pork-filled spending bill. The Democrats allowed less than a day to read all 3400 pages and stuffed it with nearly 10000 earmarks costing about $10-billion dollars;0.5;0.32349492076373265;0.17650507923626735;3;29
This census is also the shortest and least intrusive count in modern history;0.75;1.0;-0.25;1;11
Says Charlie Crist voted against minimum wage when he was in the Senate;0;0.4006197048805805;-0.4006197048805805;5;11
Soldiers Donating to Tea Party Now Face Punishment Under the Uniform Code of Military Justice;0;-1;1.0;0;13
Renewable energy projects get us off foreign oil and away step by step from these foreign entanglements that we have to get into to defend our oil supply;0.25;0.3917848464797803;-0.1417848464797803;4;26
I have disagreed strongly with the Bush administration on this issue of global warming;1;1.0;0.0;1;12
Says Donald Trump has saidhewould be neutral between Israel and its enemies;0.5;0.4741419798168458;0.025858020183154196;2;10
Dave Brat said the best way to fix Social Security would be to give seniors back what they paid in and no more;0.25;0.2833248859231251;-0.0333248859231251;3;21
The Wisconsin Department of Corrections is considering implementing mandatory physical fitness testing for security staff;0;-1;1.0;0;13
Twenty-four percent of doctors in Virginia currently dont accept new Medicaid patients because the reimbursement rates are so low;0.75;0.42386167814303155;0.32613832185696845;2;17
In the last six years of Ciancis administration violent crime was down in the United States. It was down in the region. It was down in Rhode Island. But it was up in Providence;0.75;0.5140202192965124;0.23597978070348757;8;32
There are more poor people today as a percentage of our population than the 1970s;0.75;0.47833789021825857;0.27166210978174143;5;13
Irans regime is responsible for more than 1000 American casualties during the Iraq war and has plotted a terrorist attack here in our nations capital;0.75;0.39259512748009584;0.35740487251990416;7;23
Says taxes paid by the poorest residents of Texas are above the national average;1;0.37230084008998754;0.6276991599100125;6;12
Says John Boehner changed his position on extending Bush tax cuts;0.25;0.49532172708432554;-0.24532172708432554;4;9
New Jerseys poverty rate has increased since this governor took office and the number of New Jerseyans without health insurance has risen;0.5;0.34507788633179715;0.15492211366820285;9;20
Obamas Clean Power Plan eliminates coal-fired power plants;0.25;1.0;-0.75;3;6
Estimates for adopting Obamacares Medicaid expansion show it will cost Virginia taxpayers $902 million through 2022;0.25;0.42386167814303155;-0.17386167814303155;2;14
Obamacare already has caused millions of hardworking Virginians to lose their health insurance;0;0.17854075844969797;-0.17854075844969797;3;11
More Tennesseans have hunting and fishing licenses than vote;0;-1;1.0;0;7
The federal government regulates the holes in Swiss cheese;0.5;1.0;-0.5;1;7
American troops have never been under the formal control of another nation;0;1.0;-1.0;1;10
We have a guy who is going to be speaker of the House in four years and his name has been on the ballot one time;0;0.31598607819202984;-0.31598607819202984;11;24
We continue to see these isolated incidents of people trying to vote five six times a day;0;1.0;-1.0;1;15
Seven of the 10 highest-income counties in the country ring the city of Washington D.C;1;0.44756548069392676;0.5524345193060732;5;13
I sponsored and was the co-sponsor of the only legislation that ever passed that had E-Verify provisions in it back in 2010 when I served in the Legislature;0;0.24071187911663494;-0.24071187911663494;6;26
Says Texas is last in workers compensation coverage;1;0.5569050366194248;0.4430949633805752;3;6
In annual surveys of Rhode Island communities that receive Drug Free community grants many report that more than 50 percent of youth surveyed do not think daily marijuana use poses any serious risk of harm;0.75;0.33671894216935716;0.41328105783064284;6;33
Operating a health care exchange would be illegal in Georgia and some states because of legislation passed in those states;0;1.0;-1.0;2;18
In the 2011 legislative session DEQs budget was cut 18.5 percent a disproportionate cut compared to other natural resource agencies;0.5;0.4741419798168458;0.025858020183154196;2;18
If you already have health insurance through your job or Medicare or Medicaid or the VA nothing in this plan will require you or your employer to change the coverage or the doctor you have;1;0.3001051872036935;0.6998948127963065;5;33
Says the area damaged by Hurricane Sandy represents roughly 10 percent of our nations economy;0.75;0.4741419798168458;0.2758580201831542;2;13
$700 billion was robbed from Medicare to pay for Obamacare;0.5;0.208889934513953;0.291110065486047;4;8
DUI arrests dropped significantly in Tampa once Uber began operating here;0.5;-1;1.5;0;9
Tennessee students now cover about 67 percent of the cost of their education at public universities and some 60 percent at community colleges;1;0.4596736664616772;0.5403263335383228;5;21
On opposing any and all efforts to increase taxes;0;1.0;-1.0;1;7
Regulations on developers have thwarted construction on county-owned land in Milwaukees downtown Park East corridor;0.25;-1;1.25;0;13
Pediatricians have cut down on the number and proximity of vaccines because they recognize there have been too many in too short a period of time;0;0.45703885015363255;-0.45703885015363255;6;24
The health care reform plan being proposed in Congress would mean big tax increases;0.5;0.3574480367521855;0.1425519632478145;3;12
Marijuana today is genetically modified with THC levels that far surpass the marijuana of the 1970s;0.75;-1;1.75;0;14
Says U.S. Rep. Patrick Murphy has sided with the GOP on key votes twice as often as he sided with Democrats;0.25;0.21881347553264963;0.031186524467350374;4;19
Homosexual behavior cuts your lifeby about 20 years;0;-1;1.0;0;6
The proposed Gogebic iron ore mine is just up the hill from the Apostle Islands National Lakeshore caves along Lake Superior;0;0.3206028377836958;-0.3206028377836958;3;19
If youre from Syria and youre a Christian you cannot come into this country as a refugee;0;0.3919584859081351;-0.3919584859081351;5;15
Student loans from the federal government issued between 2007 and 2012 are on target to produce $66 billion in profits for the United States government;0.5;0.4637709430840312;0.03622905691596878;5;23
One of the biggest causes of our soaring debt and economic insecurity ends up being Pentagon spending. The budget for the Pentagon consumes more than half of our discretionary spending;1;0.5589861069983566;0.4410138930016434;8;28
Millionaires working side by side with George Soros are bankrolling John Kasichs super PAC;0;0.27249041402892327;-0.27249041402892327;2;12
Georgia could get money for schools by scraping the gold off the gold dome of the state Capitol;0;0.4741419798168458;-0.4741419798168458;2;16
Ive even cut my own salary  twice;1;-1;2.0;0;5
The 2011 Legislature did not cut Texas public school funding;0;1.0;-1.0;1;8
Nearly all of the top 50 prescribers of oxycodone in the United States are in Florida;1;0.44809690005641434;0.5519030999435857;7;14
When this campaign began I said that weve got to end the starvation minimum wage of $7.25 raise it to $15. Secretary Clinton said lets raise it to $12;0.75;0.42836742702034336;0.32163257297965664;4;27
The economy added more jobs during four years under Obama than it did in the entire eight years under George W. Bush;0.75;0.2879827391668326;0.4620172608331674;8;20
We fixed a loophole in the gun background record check system so that we could make our commonwealth safer;1;0.5948967711349888;0.40510322886501116;6;17
In the weekend after the terrorist attacks in Paris the White House said this couldnt happen in the United States. ISIS couldnt reach us here;0;0.4596736664616772;-0.4596736664616772;5;23
By 2006 the American people were overwhelmingly against the Iraq War;0.75;0.32349492076373265;0.42650507923626735;3;9
In 2001 and 02 we had the pension system funded at the100% level in that year and we did for two years at that point;0;0.35016002085116593;-0.35016002085116593;5;23
As mayor Allan Fung raised taxes three times;0.75;1.0;-0.25;1;6
Were importing about 10 percent of our milk supply. Were Americas Dairyland but yet we dont have enough milk in this state to meet the demand for our cheesemakers;0.75;0.4072180861209005;0.3427819138790995;7;27
Mitt Romney gave you government health care that is now bankrupting the state of Massachusetts;0;0.4684436514173871;-0.4684436514173871;4;13
Says regarding the presence of classified information in her email FBI Director James Comey said my answers were truthful and what Ive said is consistent with what I have told the American people;0;0.3001051872036935;-0.3001051872036935;5;31
In North Carolina paid family leave is more popular than college basketball;0.75;0.5325927880067296;0.2174072119932704;3;10
44% of homeless people are employed;0.5;1.0;-0.5;1;4
Statistics show one male cat can father 420000 kittens in five years;0;1.0;-1.0;1;10
Sen. Johnny Isakson voted for a trade agreement with China costing Georgia 93000 jobs;0.5;0.5325927880067296;-0.0325927880067296;3;12
Last year we borrowed $1.4 trillion  or 41 cents of every dollar we spent. Over half of this debt is held by foreign investors;1;0.4963212939439652;0.5036787060560348;6;22
I left the city with $43 million in the bank;0.25;0.5569050366194248;-0.3069050366194248;3;8
Marijuana is a Schedule I drug which you understand means that you cant do any research about it;0.25;0.49532172708432554;-0.24532172708432554;4;16
Ive been reducing the number of Democratic Texas Senate committee chairs since I came in as lieutenant governor;0.25;1.0;-0.75;2;16
The only time government employment has gone down during a recession has been under me;0;0.4741419798168458;-0.4741419798168458;2;13
The barber regulation here in Missouri is 10000 words long.the book of Revelation is also 10000 words long;1;-1;2.0;0;16
Says he cut taxes by more than $600 million when he wasgovernor;1;0.4741419798168458;0.5258580201831542;2;10
The health care reform law offsets 6 years of benefits with 10 years of tax increases;0.5;0.2660567176945453;0.2339432823054547;7;14
Dan Webster supports privatization of Social Security deep cuts in Social Security;0.25;0.31302303975847356;-0.06302303975847356;5;10
The Pentagon under the Obama administration has just acknowledged seizing and burning the privately owned Bibles of American soldiers serving in Afghanistan;0.5;0.25881038965014447;0.24118961034985553;3;20
Says Marco Rubio voted against the bipartisan Violence Against Women Act;1;0.4741419798168458;0.5258580201831542;6;9
Says the government wants to require farm tractor drivers to hold commercial drivers licenses even if theyre just crossing a single public road;0;-1;1.0;0;21
In Minnesota well over 6200 election-day registrations from 2008 proved fraudulent;0;-1;1.0;0;9
Says John Loughlin voted to let people accused of domestic violence keep their guns;0.75;0.3256567602237742;0.4243432397762258;4;12
The state of Florida has seen double-digit drops in alcohol use among teens;0.75;1.0;-0.25;2;11
Clinton refused repeated requests to meet with the Gold Star Mothers;0;1.0;-1.0;1;9
Since Corey Stewart became chairman in November 2006 unemployment is up 150% and average home price sales are down $150000;0.5;1.0;-0.5;1;18
Under Obamas plan for welfare you wouldnt have to work and wouldnt have to train for a job. They just send you your welfare check;0;-1;1.0;0;23
On a balanced budget amendment;0;1.0;-1.0;2;3
McGinty previously told a local community newspaper in her native Philadelphia that she has found an alarming undercurrent of misinformed people in the T part of the state outside of Philadelphia and Pittsburgh;0;1.0;-1.0;3;31
The economy by every metric is better than when I came into office;0.25;0.3220682918172897;-0.07206829181728969;6;11
Says Mitt Romney opposes requiring employers to cover contraception and would eliminate funding for Planned Parenthood;1;0.44756548069392676;0.5524345193060732;5;14
Said that his batting average with Congress is higher than every other president since Dwight D. Eisenhower except Lyndon Johnson;0.5;0.5057757409361007;-0.005775740936100671;2;18
The goal of Common Core is to instill federally determined attitudes and mindsets in students including political and religious beliefs;0;0.12321399908691455;-0.12321399908691455;2;18
There have been 30 published polls in this election cycle and Harry Reids been trailing in every single one;0;0.48448193755711944;-0.48448193755711944;5;17
Says Tom Barrett plans to spend $100 million on a trolley that goes barely two miles on the east side of Milwaukee;0.5;0.2847027830482637;0.21529721695173631;3;20
Historically Senate ratification of arms control treaties has been bipartisan;1;-1;2.0;0;8
Says state Senate candidate Aaron Bean voted to give health care subsidies to illegal immigrants;0;0.42386167814303155;-0.42386167814303155;6;13
Our rainy day fund has gone from 89 cents to $240 million;1;0.4684436514173871;0.5315563485826129;4;10
The 2009-11 state budget that Democrats approved left Wisconsin taxpayers $3.6 billion in debt;0;0.5489073013574874;-0.5489073013574874;2;12
Says Gloria Steinem once called Kay Bailey Hutchison a female impersonator;1;1.0;0.0;1;9
Says in the Legislature Mary Nolan has been a party-line Democrat showing a 100% track record in harmony with the American Civil Liberties Union;1;0.32349492076373265;0.6765050792362673;3;22
Says the House Rules Committee is the only panel other than the Intelligence and Ethics committees not able to telecast proceedings in its main hearing room;1;0.32349492076373265;0.6765050792362673;3;24
Says enrolling a student in a subsidized lunch program triggers an at risk designation resulting in an extra $6000 to $7000 of state school aid per student;0.75;-1;1.75;0;25
Says first eight chosen to draw Austin City Council districts are seven Democratic primary voters and one Republican primary voter;1;1.0;0.0;1;18
My dad used to campaign against the gas-guzzling dinosaurs;1;-1;2.0;0;7
Says President Obama waited two weeks to call the attack in Libya terror;0.5;1.0;-0.5;2;11
Job creation has gotten worse each year that Scott Walker has been governor;0;1.0;-1.0;2;11
Says the Pentagon has never passed a financial audit. In fact the Pentagon is exempt from a federal law that requires all federal agencies to complete annual audits;1;0.6174786707120921;0.38252132928790794;4;26
Obamacare is so flat-out unpopular that even the Obama administration chose to reject part of Obamacare last Friday when they tried to throw out the CLASS Act which is the long-term care function;0.25;0.25881038965014447;-0.008810389650144468;3;31
Says Jeanne Shaheen has voted with the president 99 percent of the time;0.75;0.4295599127770844;0.3204400872229156;6;11
President Clinton reduced the scale of our military dramatically;0.5;1.0;-0.5;1;7
We now have the greatest income inequality since the Great Depression;1;0.32349492076373265;0.6765050792362673;3;9
Says Obama called Israel a constant sore that infects U.S. foreign policy;0;1.0;-1.0;1;10
Says Nevada lawmakers voted to allow teenaged boys to shower with your teenaged girls in public school locker rooms;0;0.27249041402892327;-0.27249041402892327;2;17
Gov. Rick Scott tried to kick 180000 people off the voter rolls;0;0.4344953758885137;-0.4344953758885137;4;10
The crime rate in some Atlanta neighborhoods has dropped by 35 to 51 percent;0;0.6741897258811456;-0.6741897258811456;4;12
Bioweapon Zika virus is being spread by GMO mosquitos si;0;-1;1.0;0;8
